2015-02-04 07:08:31: -- Analysis Started by User
2015-02-04 07:08:32: Changes: 6,797, Conflicts: 0, CopyTime: 0, CopyState: 748/262, Errors: 0, All: 7816
2015-02-04 07:08:32: Left to Right: Copy File: 6797 Copy State: 748 
2015-02-04 07:08:32: -- Analysis Complete. Time 00:00:01, Speed: 6,800 files/s
2015-02-04 07:08:32: 
2015-02-04 07:08:34: == Sync Started by User
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Botoes/CodeLab/Roundbutton/Roundbutton/Properties'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Botoes/CodeLab/Roundbutton/Roundbutton/Resources'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Botoes/Links'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/CheckBox'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/CheckBox/CheckBox-01'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/CheckBox/CheckBox-01/CheckBox-01'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/CheckBox/CheckBox-01/CheckBox-01/Assets'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/CheckBox/CheckBox-01/CheckBox-01/bin'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/CheckBox/CheckBox-01/CheckBox-01/bin/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/CheckBox/CheckBox-01/CheckBox-01/obj'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/CheckBox/CheckBox-01/CheckBox-01/obj/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/CheckBox/CheckBox-01/CheckBox-01/obj/Debug/intermediatexaml'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/CheckBox/CheckBox-01/CheckBox-01/Properties'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/CheckBox/CheckBox-02'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/CheckBox/CheckBox-02/CheckBox-02'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/CheckBox/CheckBox-02/CheckBox-02/Assets'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/CheckBox/CheckBox-02/CheckBox-02/bin'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/CheckBox/CheckBox-02/CheckBox-02/bin/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/CheckBox/CheckBox-02/CheckBox-02/obj'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/CheckBox/CheckBox-02/CheckBox-02/obj/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/CheckBox/CheckBox-02/CheckBox-02/obj/Debug/intermediatexaml'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/CheckBox/CheckBox-02/CheckBox-02/Properties'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/CheckBox/CodeLab'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/CicloVida'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ComboBox'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ComboBox/!ComboBox-01'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ComboBox/!ComboBox-01/ComboBox-01'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ComboBox/!ComboBox-01/ComboBox-01/Assets'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ComboBox/!ComboBox-01/ComboBox-01/bin'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ComboBox/!ComboBox-01/ComboBox-01/bin/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ComboBox/!ComboBox-01/ComboBox-01/obj'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ComboBox/!ComboBox-01/ComboBox-01/obj/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ComboBox/!ComboBox-01/ComboBox-01/obj/Debug/intermediatexaml'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ComboBox/!ComboBox-01/ComboBox-01/Properties'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ComboBox/!ComboBox-02'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ComboBox/!ComboBox-02/ComboBox-02'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ComboBox/!ComboBox-02/ComboBox-02/Assets'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ComboBox/!ComboBox-02/ComboBox-02/bin'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ComboBox/!ComboBox-02/ComboBox-02/bin/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ComboBox/!ComboBox-02/ComboBox-02/obj'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ComboBox/!ComboBox-02/ComboBox-02/obj/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ComboBox/!ComboBox-02/ComboBox-02/obj/Debug/intermediatexaml'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ComboBox/!ComboBox-02/ComboBox-02/Properties'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ComboBox/ComboBox-01'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ComboBox/ComboBox-01/ComboBox-01'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ComboBox/ComboBox-01/ComboBox-01/Assets'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ComboBox/ComboBox-01/ComboBox-01/bin'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ComboBox/ComboBox-01/ComboBox-01/bin/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ComboBox/ComboBox-01/ComboBox-01/obj'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ComboBox/ComboBox-01/ComboBox-01/obj/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ComboBox/ComboBox-01/ComboBox-01/obj/Debug/intermediatexaml'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ComboBox/ComboBox-01/ComboBox-01/Properties'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ComboBox/ComboBox-02'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ComboBox/ComboBox-02/ComboBox-02'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ComboBox/ComboBox-02/ComboBox-02/Assets'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ComboBox/ComboBox-02/ComboBox-02/bin'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ComboBox/ComboBox-02/ComboBox-02/bin/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ComboBox/ComboBox-02/ComboBox-02/obj'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ComboBox/ComboBox-02/ComboBox-02/obj/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ComboBox/ComboBox-02/ComboBox-02/obj/Debug/intermediatexaml'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/ComboBox/ComboBox-02/ComboBox-02/Properties'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/Assets'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/bin'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/bin/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/obj/Debug/intermediatexaml'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-01/DatePicker-01/Properties'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-02'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-02/DatePicker-02'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-02/DatePicker-02/Assets'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-02/DatePicker-02/bin'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-02/DatePicker-02/bin/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-02/DatePicker-02/obj'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-02/DatePicker-02/obj/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-02/DatePicker-02/obj/Debug/intermediatexaml'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/DatePicker/DatePicker-02/DatePicker-02/Properties'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Email'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Email/Email-01'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Email/Email-01/Email-01'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Email/Email-01/Email-01/Assets'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Email/Email-01/Email-01/obj'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Email/Email-01/Email-01/obj/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/Email/Email-01/Email-01/Properties'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/File'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/File/CodeLab'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/File/File-01'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/File/File-01/File-01'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/File/File-01/File-01/Assets'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/File/File-01/File-01/bin'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/File/File-01/File-01/bin/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/File/File-01/File-01/obj'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/File/File-01/File-01/obj/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/File/File-01/File-01/obj/Debug/intermediatexaml'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/File/File-01/File-01/Properties'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlipView'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlipView/Codelab'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlipView/Codelab/516006_FlipViewWP8'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlipView/Codelab/516006_FlipViewWP8/FlipViewWP8'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlipView/Codelab/516006_FlipViewWP8/FlipViewWP8/Assets'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlipView/Codelab/516006_FlipViewWP8/FlipViewWP8/Assets/Tiles'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlipView/Codelab/516006_FlipViewWP8/FlipViewWP8/Bin'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlipView/Codelab/516006_FlipViewWP8/FlipViewWP8/Bin/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlipView/Codelab/516006_FlipViewWP8/FlipViewWP8/Bin/Debug/Assets'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlipView/Codelab/516006_FlipViewWP8/FlipViewWP8/Bin/Debug/Assets/Tiles'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlipView/Codelab/516006_FlipViewWP8/FlipViewWP8/Bin/Debug/Properties'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlipView/Codelab/516006_FlipViewWP8/FlipViewWP8/obj'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlipView/Codelab/516006_FlipViewWP8/FlipViewWP8/obj/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlipView/Codelab/516006_FlipViewWP8/FlipViewWP8/obj/Debug/TempPE'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlipView/Codelab/516006_FlipViewWP8/FlipViewWP8/Properties'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlipView/Codelab/516006_FlipViewWP8/FlipViewWP8/Resources'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlipView/FlipView-01'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlipView/FlipView-01/FlipView-01'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlipView/FlipView-01/FlipView-01/Assets'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlipView/FlipView-01/FlipView-01/bin'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlipView/FlipView-01/FlipView-01/bin/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlipView/FlipView-01/FlipView-01/obj'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlipView/FlipView-01/FlipView-01/obj/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlipView/FlipView-01/FlipView-01/obj/Debug/intermediatexaml'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlipView/FlipView-01/FlipView-01/Properties'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlipView/Links'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlyOut'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlyOut/FlyOut-01'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlyOut/FlyOut-01/FlyOut-01'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlyOut/FlyOut-01/FlyOut-01/Assets'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlyOut/FlyOut-01/FlyOut-01/bin'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlyOut/FlyOut-01/FlyOut-01/bin/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlyOut/FlyOut-01/FlyOut-01/obj'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlyOut/FlyOut-01/FlyOut-01/obj/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlyOut/FlyOut-01/FlyOut-01/obj/Debug/intermediatexaml'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlyOut/FlyOut-01/FlyOut-01/Properties'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlyOut/FlyOut-02'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlyOut/FlyOut-02/FlyOut-02'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlyOut/FlyOut-02/FlyOut-02/Assets'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlyOut/FlyOut-02/FlyOut-02/bin'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlyOut/FlyOut-02/FlyOut-02/bin/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlyOut/FlyOut-02/FlyOut-02/obj'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlyOut/FlyOut-02/FlyOut-02/obj/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlyOut/FlyOut-02/FlyOut-02/obj/Debug/intermediatexaml'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlyOut/FlyOut-02/FlyOut-02/Properties'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlyOut/FlyOut-03'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlyOut/FlyOut-03/FlyOut-03'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlyOut/FlyOut-03/FlyOut-03/Assets'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlyOut/FlyOut-03/FlyOut-03/bin'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlyOut/FlyOut-03/FlyOut-03/bin/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlyOut/FlyOut-03/FlyOut-03/obj'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlyOut/FlyOut-03/FlyOut-03/obj/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlyOut/FlyOut-03/FlyOut-03/obj/Debug/intermediatexaml'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlyOut/FlyOut-03/FlyOut-03/Properties'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlyOut/FlyOut-04'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlyOut/FlyOut-04/FlyOut-04'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlyOut/FlyOut-04/FlyOut-04/Assets'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlyOut/FlyOut-04/FlyOut-04/bin'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlyOut/FlyOut-04/FlyOut-04/bin/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlyOut/FlyOut-04/FlyOut-04/obj'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlyOut/FlyOut-04/FlyOut-04/obj/Debug'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlyOut/FlyOut-04/FlyOut-04/obj/Debug/intermediatexaml'
2015-02-04 07:08:35: Create Folder 'C:/Work/_HPES/Treinamentos HP-ES/Windows Phone 8.1/Exemplos/FlyOut/FlyOut-04/FlyOut-04/Properties'
